geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,elec_value_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,pcap_emis_int_inp,pop_inp,resi_emis_int_inp
QLD,Electricity generation,2010,0.7740648912003578,59986.87,87.74489109349986,8.82176593478843,46.433730000000004,5.263541375189933,,,
QLD,Electricity generation,2011,0.7641646328343966,56330.44,97.85274526209814,7.809332592433509,43.045730000000006,5.512088195821903,,,
QLD,Electricity generation,2012,0.7677686842473885,57254.38,105.16798597640185,7.300403037286125,43.95812,6.021327832927582,,,
QLD,Electricity generation,2013,0.7614426867944899,51868.5,118.567505601616,6.422018266563853,39.49489,6.149918664297419,,,
QLD,Electricity generation,2014,0.7432232691811477,56194.5,105.97240081513588,7.013366343163891,41.76506,5.955066077606153,,,
QLD,Electricity generation,2015,0.7629966250958906,58256.47,100.89173206896707,7.562528756809578,44.44949,5.877596162523818,,,
QLD,Electricity generation,2016,0.7808984378122671,58793.83,104.20383588147072,7.493950977970904,45.91201,6.12654261216309,,,
QLD,Electricity generation,2017,0.784682762507735,60891.92,105.86819995957954,7.411883481605683,47.78084,6.44651796248272,,,
QLD,Electricity generation,2018,0.7841399132387151,60702.19,110.81649008362535,7.076021922793081,47.59901,6.726803636189342,,,
QLD,Electricity generation,2019,,60420.23,,,,,,,
QLD,Electricity generation,2020,,,,,,,,,
QLD,Electricity generation,2021,,,,,,,,,
QLD,Electricity generation,2022,,,,,,,,,
QLD,Electricity generation,2023,,,,,,,,,
QLD,Electricity generation,2024,,,,,,,,,
QLD,Electricity generation,2025,,,,,,,,,
QLD,Electricity generation,2026,,,,,,,,,
QLD,Electricity generation,2027,,,,,,,,,
QLD,Electricity generation,2028,,,,,,,,,
QLD,Electricity generation,2029,,,,,,,,,
QLD,Electricity generation,2030,,,,,,,,,
QLD,Electricity generation,2031,,,,,,,,,
QLD,Electricity generation,2032,,,,,,,,,
QLD,Electricity generation,2033,,,,,,,,,
QLD,Electricity generation,2034,,,,,,,,,
QLD,Electricity generation,2035,,,,,,,,,
QLD,Electricity generation,2036,,,,,,,,,
QLD,Electricity generation,2037,,,,,,,,,
QLD,Electricity generation,2038,,,,,,,,,
QLD,Electricity generation,2039,,,,,,,,,
QLD,Electricity generation,2040,,,,,,,,,
QLD,Electricity generation,2041,,,,,,,,,
QLD,Electricity generation,2042,,,,,,,,,
QLD,Electricity generation,2043,,,,,,,,,
QLD,Electricity generation,2044,,,,,,,,,
QLD,Electricity generation,2045,,,,,,,,,
QLD,Electricity generation,2046,,,,,,,,,
QLD,Electricity generation,2047,,,,,,,,,
QLD,Electricity generation,2048,,,,,,,,,
QLD,Electricity generation,2049,,,,,,,,,
QLD,Electricity generation,2050,,,,,,,,,
QLD,"Gas, Water & Waste Services",2005,,,,,3.0651299999999964,,,,
QLD,"Gas, Water & Waste Services",2006,,,,,4.8103422729780405,,,,
QLD,"Gas, Water & Waste Services",2007,,,,,7.186156677377788,,,,
QLD,"Gas, Water & Waste Services",2008,,,,,5.113669300720964,,,,
QLD,"Gas, Water & Waste Services",2009,,,,2.6211688973579057,7.467770000000002,2.8490228186086703,,,
QLD,"Gas, Water & Waste Services",2010,,,,1.8584986713312448,5.950649999999996,3.201858624810067,,,
QLD,"Gas, Water & Waste Services",2011,,,,1.9891048392737054,7.146359999999987,3.5927518041780964,,,
QLD,"Gas, Water & Waste Services",2012,,,,1.4222171607853868,5.549210000000002,3.901802167072417,,,
QLD,"Gas, Water & Waste Services",2013,,,,2.5606571793129866,10.697199999999995,4.177521335702583,,,
QLD,"Gas, Water & Waste Services",2014,,,,0.8592531017872488,3.7057300000000026,4.312733922393849,,,
QLD,"Gas, Water & Waste Services",2015,,,,1.5580329671059021,6.758270000000003,4.337693837476182,,,
QLD,"Gas, Water & Waste Services",2016,,,,1.6666151326044516,7.297419999999995,4.378587387836912,,,
QLD,"Gas, Water & Waste Services",2017,,,,1.347666527636536,6.196249999999999,4.597762037517281,,,
QLD,"Gas, Water & Waste Services",2018,,,,1.6637630453443968,7.98218,4.7976663638106585,,,
QLD,"Gas, Water & Waste Services",2019,,,,,,,,,
QLD,"Gas, Water & Waste Services",2020,,,,,,,,,
QLD,"Gas, Water & Waste Services",2021,,,,,,,,,
QLD,"Gas, Water & Waste Services",2022,,,,,,,,,
QLD,"Gas, Water & Waste Services",2023,,,,,,,,,
QLD,"Gas, Water & Waste Services",2024,,,,,,,,,
QLD,"Gas, Water & Waste Services",2025,,,,,,,,,
QLD,"Gas, Water & Waste Services",2026,,,,,,,,,
QLD,"Gas, Water & Waste Services",2027,,,,,,,,,
QLD,"Gas, Water & Waste Services",2028,,,,,,,,,
QLD,"Gas, Water & Waste Services",2029,,,,,,,,,
QLD,"Gas, Water & Waste Services",2030,,,,,,,,,
QLD,"Gas, Water & Waste Services",2031,,,,,,,,,
QLD,"Gas, Water & Waste Services",2032,,,,,,,,,
QLD,"Gas, Water & Waste Services",2033,,,,,,,,,
QLD,"Gas, Water & Waste Services",2034,,,,,,,,,
QLD,"Gas, Water & Waste Services",2035,,,,,,,,,
QLD,"Gas, Water & Waste Services",2036,,,,,,,,,
QLD,"Gas, Water & Waste Services",2037,,,,,,,,,
QLD,"Gas, Water & Waste Services",2038,,,,,,,,,
QLD,"Gas, Water & Waste Services",2039,,,,,,,,,
QLD,"Gas, Water & Waste Services",2040,,,,,,,,,
QLD,"Gas, Water & Waste Services",2041,,,,,,,,,
QLD,"Gas, Water & Waste Services",2042,,,,,,,,,
QLD,"Gas, Water & Waste Services",2043,,,,,,,,,
QLD,"Gas, Water & Waste Services",2044,,,,,,,,,
QLD,"Gas, Water & Waste Services",2045,,,,,,,,,
QLD,"Gas, Water & Waste Services",2046,,,,,,,,,
QLD,"Gas, Water & Waste Services",2047,,,,,,,,,
QLD,"Gas, Water & Waste Services",2048,,,,,,,,,
QLD,"Gas, Water & Waste Services",2049,,,,,,,,,
QLD,"Gas, Water & Waste Services",2050,,,,,,,,,
QLD,LULUCF,2005,,,,,66.093,,,,
QLD,LULUCF,2006,,,,,60.78973,,,,
QLD,LULUCF,2007,,,,,59.61468,,,,
QLD,LULUCF,2008,,,,,53.56905,,,,
QLD,LULUCF,2009,,,,,45.353269999999995,,,,
QLD,LULUCF,2010,,,,,48.38607,,,,
QLD,LULUCF,2011,,,,,36.5934,,,,
QLD,LULUCF,2012,,,,,34.81993,,,,
QLD,LULUCF,2013,,,,,32.276540000000004,,,,
QLD,LULUCF,2014,,,,,30.704369999999997,,,,
QLD,LULUCF,2015,,,,,24.81518,,,,
QLD,LULUCF,2016,,,,,19.84804,,,,
QLD,LULUCF,2017,,,,,21.44528,,,,
QLD,LULUCF,2018,,,,,22.80255,,,,
QLD,LULUCF,2019,,,,,,,,,
QLD,LULUCF,2020,,,,,,,,,
QLD,LULUCF,2021,,,,,,,,,
QLD,LULUCF,2022,,,,,,,,,
QLD,LULUCF,2023,,,,,,,,,
QLD,LULUCF,2024,,,,,,,,,
QLD,LULUCF,2025,,,,,,,,,
QLD,LULUCF,2026,,,,,,,,,
QLD,LULUCF,2027,,,,,,,,,
QLD,LULUCF,2028,,,,,,,,,
QLD,LULUCF,2029,,,,,,,,,
QLD,LULUCF,2030,,,,,,,,,
QLD,LULUCF,2031,,,,,,,,,
QLD,LULUCF,2032,,,,,,,,,
QLD,LULUCF,2033,,,,,,,,,
QLD,LULUCF,2034,,,,,,,,,
QLD,LULUCF,2035,,,,,,,,,
QLD,LULUCF,2036,,,,,,,,,
QLD,LULUCF,2037,,,,,,,,,
QLD,LULUCF,2038,,,,,,,,,
QLD,LULUCF,2039,,,,,,,,,
QLD,LULUCF,2040,,,,,,,,,
QLD,LULUCF,2041,,,,,,,,,
QLD,LULUCF,2042,,,,,,,,,
QLD,LULUCF,2043,,,,,,,,,
QLD,LULUCF,2044,,,,,,,,,
QLD,LULUCF,2045,,,,,,,,,
QLD,LULUCF,2046,,,,,,,,,
QLD,LULUCF,2047,,,,,,,,,
QLD,LULUCF,2048,,,,,,,,,
QLD,LULUCF,2049,,,,,,,,,
QLD,LULUCF,2050,,,,,,,,,
QLD,Manufacturing,2005,,,,,13.981,,,,
QLD,Manufacturing,2006,,,,,14.631368535246388,,,,
QLD,Manufacturing,2007,,,,,15.03416090046889,,,,
QLD,Manufacturing,2008,,,,,15.683136457047109,,,,
QLD,Manufacturing,2009,,,,0.6159893761746876,14.240350000000001,23.117849999999997,,,
QLD,Manufacturing,2010,,,,0.6506791807048505,14.60046,22.4388,,,
QLD,Manufacturing,2011,,,,0.6368810945242354,14.182030000000001,22.26794,,,
QLD,Manufacturing,2012,,,,0.6280683857054009,14.037139999999999,22.3497,,,
QLD,Manufacturing,2013,,,,0.6537687971961113,14.182030000000001,21.692730000000005,,,
QLD,Manufacturing,2014,,,,0.6965832572375242,14.88674,21.371085000000004,,,
QLD,Manufacturing,2015,,,,0.6995595171457656,14.80964,21.16995,,,
QLD,Manufacturing,2016,,,,0.6329410986039343,13.38816,21.1523,,,
QLD,Manufacturing,2017,,,,0.561697978148,12.02155,21.40216,,,
QLD,Manufacturing,2018,,,,0.605032065072633,13.28841,21.963150000000002,,,
QLD,Manufacturing,2019,,,,,,,,,
QLD,Manufacturing,2020,,,,,,,,,
QLD,Manufacturing,2021,,,,,,,,,
QLD,Manufacturing,2022,,,,,,,,,
QLD,Manufacturing,2023,,,,,,,,,
QLD,Manufacturing,2024,,,,,,,,,
QLD,Manufacturing,2025,,,,,,,,,
QLD,Manufacturing,2026,,,,,,,,,
QLD,Manufacturing,2027,,,,,,,,,
QLD,Manufacturing,2028,,,,,,,,,
QLD,Manufacturing,2029,,,,,,,,,
QLD,Manufacturing,2030,,,,,,,,,
QLD,Manufacturing,2031,,,,,,,,,
QLD,Manufacturing,2032,,,,,,,,,
QLD,Manufacturing,2033,,,,,,,,,
QLD,Manufacturing,2034,,,,,,,,,
QLD,Manufacturing,2035,,,,,,,,,
QLD,Manufacturing,2036,,,,,,,,,
QLD,Manufacturing,2037,,,,,,,,,
QLD,Manufacturing,2038,,,,,,,,,
QLD,Manufacturing,2039,,,,,,,,,
QLD,Manufacturing,2040,,,,,,,,,
QLD,Manufacturing,2041,,,,,,,,,
QLD,Manufacturing,2042,,,,,,,,,
QLD,Manufacturing,2043,,,,,,,,,
QLD,Manufacturing,2044,,,,,,,,,
QLD,Manufacturing,2045,,,,,,,,,
QLD,Manufacturing,2046,,,,,,,,,
QLD,Manufacturing,2047,,,,,,,,,
QLD,Manufacturing,2048,,,,,,,,,
QLD,Manufacturing,2049,,,,,,,,,
QLD,Manufacturing,2050,,,,,,,,,
QLD,Mining,2005,,,,,13.461,,,,
QLD,Mining,2006,,,,,12.7665920221605,,,,
QLD,Mining,2007,,,,,13.501502827114997,,,,
QLD,Mining,2008,,,,,14.616995869823489,,,,
QLD,Mining,2009,,,,0.46017548053869334,15.04272,32.689095,,,
QLD,Mining,2010,,,,0.6716993634190784,17.0304,25.354200000000002,,,
QLD,Mining,2011,,,,0.6058593916053199,16.24761,26.81746,,,
QLD,Mining,2012,,,,0.7829535821402908,18.19498,23.238899999999997,,,
QLD,Mining,2013,,,,0.816368459926742,16.24761,19.902300000000004,,,
QLD,Mining,2014,,,,0.9828101597187086,19.51145,19.852715,,,
QLD,Mining,2015,,,,1.12627337634993,22.54645,20.01863,,,
QLD,Mining,2016,,,,0.9322685988070452,25.73878,27.608760000000004,,,
QLD,Mining,2017,,,,0.7139359484808808,27.786330000000003,38.91992,,,
QLD,Mining,2018,,,,0.6621843181407358,30.29531,45.750569999999996,,,
QLD,Mining,2019,,,,,,,,,
QLD,Mining,2020,,,,,,,,,
QLD,Mining,2021,,,,,,,,,
QLD,Mining,2022,,,,,,,,,
QLD,Mining,2023,,,,,,,,,
QLD,Mining,2024,,,,,,,,,
QLD,Mining,2025,,,,,,,,,
QLD,Mining,2026,,,,,,,,,
QLD,Mining,2027,,,,,,,,,
QLD,Mining,2028,,,,,,,,,
QLD,Mining,2029,,,,,,,,,
QLD,Mining,2030,,,,,,,,,
QLD,Mining,2031,,,,,,,,,
QLD,Mining,2032,,,,,,,,,
QLD,Mining,2033,,,,,,,,,
QLD,Mining,2034,,,,,,,,,
QLD,Mining,2035,,,,,,,,,
QLD,Mining,2036,,,,,,,,,
QLD,Mining,2037,,,,,,,,,
QLD,Mining,2038,,,,,,,,,
QLD,Mining,2039,,,,,,,,,
QLD,Mining,2040,,,,,,,,,
QLD,Mining,2041,,,,,,,,,
QLD,Mining,2042,,,,,,,,,
QLD,Mining,2043,,,,,,,,,
QLD,Mining,2044,,,,,,,,,
QLD,Mining,2045,,,,,,,,,
QLD,Mining,2046,,,,,,,,,
QLD,Mining,2047,,,,,,,,,
QLD,Mining,2048,,,,,,,,,
QLD,Mining,2049,,,,,,,,,
QLD,Mining,2050,,,,,,,,,
QLD,Overall,2005,,,,,,,,3.964175,
QLD,Overall,2006,,,,,,,,4.055845,
QLD,Overall,2007,,,,,,,,4.15999,
QLD,Overall,2008,,,,,,,,4.275551,
QLD,Overall,2009,,,,,,,40.00033265792994,4.328771,2.6712362469624753
QLD,Overall,2010,,,,,,,39.896448011507594,4.404744,2.6264659194722784
QLD,Overall,2011,,,,,,,36.435695493500006,4.476778,2.595440292102936
QLD,Overall,2012,,,,,,,36.265128252384116,4.568687,2.6248438555760116
QLD,Overall,2013,,,,,,,34.14598317065077,4.652824,2.4972382363914902
QLD,Overall,2014,,,,,,,33.496801565708324,4.719653,2.5744435025202064
QLD,Overall,2015,,,,,,,33.303708150295165,4.777692,2.7257198664124855
QLD,Overall,2016,,,,,,,32.69304038345959,4.845152,2.7866906961845577
QLD,Overall,2017,,,,,,,32.9070580949807,4.928412,2.6956614016847618
QLD,Overall,2018,,,,,,,34.07959050846755,5.013437,2.650098126295394
QLD,Overall,2019,,,,,,,,5.100713,
QLD,Overall,2020,,,,,,,,5.188076,
QLD,Overall,2021,,,,,,,,5.275645,
QLD,Overall,2022,,,,,,,,5.363276,
QLD,Overall,2023,,,,,,,,5.449926,
QLD,Overall,2024,,,,,,,,5.536108,
QLD,Overall,2025,,,,,,,,5.621537,
QLD,Overall,2026,,,,,,,,5.705729,
QLD,Overall,2027,,,,,,,,5.788778,
QLD,Overall,2028,,,,,,,,5.871437,
QLD,Overall,2029,,,,,,,,5.953542,
QLD,Overall,2030,,,,,,,,6.035035,
QLD,Overall,2031,,,,,,,,6.115868,
QLD,Overall,2032,,,,,,,,6.195969,
QLD,Overall,2033,,,,,,,,6.275335,
QLD,Overall,2034,,,,,,,,6.353975,
QLD,Overall,2035,,,,,,,,6.43192,
QLD,Overall,2036,,,,,,,,6.509223,
QLD,Overall,2037,,,,,,,,6.585944,
QLD,Overall,2038,,,,,,,,6.662145,
QLD,Overall,2039,,,,,,,,6.737866,
QLD,Overall,2040,,,,,,,,6.813147,
QLD,Overall,2041,,,,,,,,6.888033,
QLD,Overall,2042,,,,,,,,6.962545,
QLD,Overall,2043,,,,,,,,7.036715,
QLD,Overall,2044,,,,,,,,7.110565,
QLD,Overall,2045,,,,,,,,7.184128,
QLD,Overall,2046,,,,,,,,7.25744,
QLD,Overall,2047,,,,,,,,7.330538,
QLD,Overall,2048,,,,,,,,7.403472,
QLD,Overall,2049,,,,,,,,7.476286,
QLD,Overall,2050,,,,,,,,7.549025,
QLD,Residential,2005,,,,,10.932,,,,
QLD,Residential,2006,,,,,11.287348532272304,,,,
QLD,Residential,2007,,,,,11.57641991804338,,,,
QLD,Residential,2008,,,,,11.887875150469245,,,,
QLD,Residential,2009,,,,,11.56317,,,,
QLD,Residential,2010,,,,,11.56891,,,,
QLD,Residential,2011,,,,,11.619209999999999,,,,
QLD,Residential,2012,,,,,11.992090000000001,,,,
QLD,Residential,2013,,,,,11.619209999999999,,,,
QLD,Residential,2014,,,,,12.15048,,,,
QLD,Residential,2015,,,,,13.02265,,,,
QLD,Residential,2016,,,,,13.501940000000001,,,,
QLD,Residential,2017,,,,,13.28533,,,,
QLD,Residential,2018,,,,,13.286100000000001,,,,
QLD,Residential,2019,,,,,,,,,
QLD,Residential,2020,,,,,,,,,
QLD,Residential,2021,,,,,,,,,
QLD,Residential,2022,,,,,,,,,
QLD,Residential,2023,,,,,,,,,
QLD,Residential,2024,,,,,,,,,
QLD,Residential,2025,,,,,,,,,
QLD,Residential,2026,,,,,,,,,
QLD,Residential,2027,,,,,,,,,
QLD,Residential,2028,,,,,,,,,
QLD,Residential,2029,,,,,,,,,
QLD,Residential,2030,,,,,,,,,
QLD,Residential,2031,,,,,,,,,
QLD,Residential,2032,,,,,,,,,
QLD,Residential,2033,,,,,,,,,
QLD,Residential,2034,,,,,,,,,
QLD,Residential,2035,,,,,,,,,
QLD,Residential,2036,,,,,,,,,
QLD,Residential,2037,,,,,,,,,
QLD,Residential,2038,,,,,,,,,
QLD,Residential,2039,,,,,,,,,
QLD,Residential,2040,,,,,,,,,
QLD,Residential,2041,,,,,,,,,
QLD,Residential,2042,,,,,,,,,
QLD,Residential,2043,,,,,,,,,
QLD,Residential,2044,,,,,,,,,
QLD,Residential,2045,,,,,,,,,
QLD,Residential,2046,,,,,,,,,
QLD,Residential,2047,,,,,,,,,
QLD,Residential,2048,,,,,,,,,
QLD,Residential,2049,,,,,,,,,
QLD,Residential,2050,,,,,,,,,
QLD,Services,2005,,,,,2.581,,,,
QLD,Services,2006,,,,,2.826583250134128,,,,
QLD,Services,2007,,,,,3.363002443260248,,,,
QLD,Services,2008,,,,,4.958841190674587,,,,
QLD,Services,2009,,,,0.022784787553700968,3.25815,142.996725,,,
QLD,Services,2010,,,,0.024246214287824232,3.61159,148.95479999999998,,,
QLD,Services,2011,,,,0.022371637493570608,3.45958,154.64133999999999,,,
QLD,Services,2012,,,,0.04216449242765032,6.74868,160.056,,,
QLD,Services,2013,,,,0.021717466283463785,3.45958,159.29943000000003,,,
QLD,Services,2014,,,,0.024494001001158776,3.94949,161.243155,,,
QLD,Services,2015,,,,0.023482142225383643,3.88288,165.35459,,,
QLD,Services,2016,,,,0.02129989088593543,3.6536999999999997,171.53609,,,
QLD,Services,2017,,,,0.021963839207684792,3.88042,176.67311999999998,,,
QLD,Services,2018,,,,0.023222914325053308,4.218649999999999,181.65894,,,
QLD,Services,2019,,,,,,,,,
QLD,Services,2020,,,,,,,,,
QLD,Services,2021,,,,,,,,,
QLD,Services,2022,,,,,,,,,
QLD,Services,2023,,,,,,,,,
QLD,Services,2024,,,,,,,,,
QLD,Services,2025,,,,,,,,,
QLD,Services,2026,,,,,,,,,
QLD,Services,2027,,,,,,,,,
QLD,Services,2028,,,,,,,,,
QLD,Services,2029,,,,,,,,,
QLD,Services,2030,,,,,,,,,
QLD,Services,2031,,,,,,,,,
QLD,Services,2032,,,,,,,,,
QLD,Services,2033,,,,,,,,,
QLD,Services,2034,,,,,,,,,
QLD,Services,2035,,,,,,,,,
QLD,Services,2036,,,,,,,,,
QLD,Services,2037,,,,,,,,,
QLD,Services,2038,,,,,,,,,
QLD,Services,2039,,,,,,,,,
QLD,Services,2040,,,,,,,,,
QLD,Services,2041,,,,,,,,,
QLD,Services,2042,,,,,,,,,
QLD,Services,2043,,,,,,,,,
QLD,Services,2044,,,,,,,,,
QLD,Services,2045,,,,,,,,,
QLD,Services,2046,,,,,,,,,
QLD,Services,2047,,,,,,,,,
QLD,Services,2048,,,,,,,,,
QLD,Services,2049,,,,,,,,,
QLD,Services,2050,,,,,,,,,
SA,Agriculture & Forestry,2005,,,,,6.08946,,,,
SA,Agriculture & Forestry,2006,,,,,5.9812,,,,
SA,Agriculture & Forestry,2007,,,,,6.65251,,,,
SA,Agriculture & Forestry,2008,,,,,5.2763,,,,
SA,Agriculture & Forestry,2009,,,,1.0737800649145037,5.3782700000000006,4.3314449999999995,,,
SA,Agriculture & Forestry,2010,,,,0.15907875923246298,5.12626,5.033399999999999,,,
SA,Agriculture & Forestry,2011,,,,0.26893999948570835,5.94004,5.283799999999999,,,
SA,Agriculture & Forestry,2012,,,,0.8810816096120022,5.84402,4.95615,,,
SA,Agriculture & Forestry,2013,,,,1.1467738180343108,5.75877,5.023305000000001,,,
SA,Agriculture & Forestry,2014,,,,1.670291660854358,6.00416,5.123,,,
SA,Agriculture & Forestry,2015,,,,1.5315122322719374,5.8024,4.9845950000000006,,,
SA,Agriculture & Forestry,2016,,,,0.6565951560869825,5.66041,5.5379700000000005,,,
SA,Agriculture & Forestry,2017,,,,0.49683760827582396,6.15628,5.93216,,,
SA,Agriculture & Forestry,2018,,,,0.8163769828628917,5.892390000000001,5.44221,,,
SA,Agriculture & Forestry,2019,,,,,,,,,
SA,Agriculture & Forestry,2020,,,,,,,,,
SA,Agriculture & Forestry,2021,,,,,,,,,
SA,Agriculture & Forestry,2022,,,,,,,,,
SA,Agriculture & Forestry,2023,,,,,,,,,
SA,Agriculture & Forestry,2024,,,,,,,,,
SA,Agriculture & Forestry,2025,,,,,,,,,
SA,Agriculture & Forestry,2026,,,,,,,,,
SA,Agriculture & Forestry,2027,,,,,,,,,
SA,Agriculture & Forestry,2028,,,,,,,,,
SA,Agriculture & Forestry,2029,,,,,,,,,
SA,Agriculture & Forestry,2030,,,,,,,,,
SA,Agriculture & Forestry,2031,,,,,,,,,
SA,Agriculture & Forestry,2032,,,,,,,,,
SA,Agriculture & Forestry,2033,,,,,,,,,
SA,Agriculture & Forestry,2034,,,,,,,,,
SA,Agriculture & Forestry,2035,,,,,,,,,
SA,Agriculture & Forestry,2036,,,,,,,,,
SA,Agriculture & Forestry,2037,,,,,,,,,
SA,Agriculture & Forestry,2038,,,,,,,,,
SA,Agriculture & Forestry,2039,,,,,,,,,
SA,Agriculture & Forestry,2040,,,,,,,,,
SA,Agriculture & Forestry,2041,,,,,,,,,
SA,Agriculture & Forestry,2042,,,,,,,,,
SA,Agriculture & Forestry,2043,,,,,,,,,
SA,Agriculture & Forestry,2044,,,,,,,,,
SA,Agriculture & Forestry,2045,,,,,,,,,
SA,Agriculture & Forestry,2046,,,,,,,,,
SA,Agriculture & Forestry,2047,,,,,,,,,
SA,Agriculture & Forestry,2048,,,,,,,,,
SA,Agriculture & Forestry,2049,,,,,,,,,
SA,Agriculture & Forestry,2050,,,,,,,,,
SA,Commercial Transport,2005,,,,,1.5136022670498115,,,,
SA,Commercial Transport,2006,,,,,1.572957048908696,,,,
SA,Commercial Transport,2007,,,,,1.623608821490422,,,,
SA,Commercial Transport,2008,,,,,1.6602223257761979,,,,
SA,Commercial Transport,2009,,,,0.382201954910762,1.84306,4.822215,,,
SA,Commercial Transport,2010,,,,0.3809538262312331,1.88275,4.9422,,,
SA,Commercial Transport,2011,,,,0.388499298737728,1.92792,4.962479999999999,,,
SA,Commercial Transport,2012,,,,0.40030958511798187,1.8982,4.74183,,,
SA,Commercial Transport,2013,,,,0.4312489978070324,1.90948,4.42779,,,
SA,Commercial Transport,2014,,,,0.4148934132654038,1.84127,4.437935,,,
SA,Commercial Transport,2015,,,,0.4185061274955452,1.8413599999999999,4.39984,,,
SA,Commercial Transport,2016,,,,0.4304437379867791,1.87664,4.359780000000001,,,
SA,Commercial Transport,2017,,,,0.4474973121490861,1.94792,4.35292,,,
SA,Commercial Transport,2018,,,,0.480275121986352,2.1339200000000003,4.4431199999999995,,,
SA,Commercial Transport,2019,,,,,,,,,
SA,Commercial Transport,2020,,,,,,,,,
SA,Commercial Transport,2021,,,,,,,,,
SA,Commercial Transport,2022,,,,,,,,,
SA,Commercial Transport,2023,,,,,,,,,
SA,Commercial Transport,2024,,,,,,,,,
SA,Commercial Transport,2025,,,,,,,,,
SA,Commercial Transport,2026,,,,,,,,,
SA,Commercial Transport,2027,,,,,,,,,
SA,Commercial Transport,2028,,,,,,,,,
SA,Commercial Transport,2029,,,,,,,,,
SA,Commercial Transport,2030,,,,,,,,,
SA,Commercial Transport,2031,,,,,,,,,
SA,Commercial Transport,2032,,,,,,,,,
SA,Commercial Transport,2033,,,,,,,,,
SA,Commercial Transport,2034,,,,,,,,,
SA,Commercial Transport,2035,,,,,,,,,
SA,Commercial Transport,2036,,,,,,,,,
SA,Commercial Transport,2037,,,,,,,,,
SA,Commercial Transport,2038,,,,,,,,,
SA,Commercial Transport,2039,,,,,,,,,
SA,Commercial Transport,2040,,,,,,,,,
SA,Commercial Transport,2041,,,,,,,,,
SA,Commercial Transport,2042,,,,,,,,,
SA,Commercial Transport,2043,,,,,,,,,
SA,Commercial Transport,2044,,,,,,,,,
SA,Commercial Transport,2045,,,,,,,,,
SA,Commercial Transport,2046,,,,,,,,,
SA,Commercial Transport,2047,,,,,,,,,
SA,Commercial Transport,2048,,,,,,,,,
SA,Commercial Transport,2049,,,,,,,,,
SA,Commercial Transport,2050,,,,,,,,,
SA,Construction,2005,,,,,0.5174594784572333,,,,
SA,Construction,2006,,,,,0.46372559014119374,,,,
SA,Construction,2007,,,,,0.4727998787967722,,,,
SA,Construction,2008,,,,,0.4736940856475133,,,,
SA,Construction,2009,,,,0.065116896128166,0.42701999999999996,6.557745,,,
SA,Construction,2010,,,,0.06155475413589788,0.43012,6.9876,,,
SA,Construction,2011,,,,0.06275257770895494,0.43199,6.88402,,,
SA,Construction,2012,,,,0.06299873335268691,0.43619,6.9237899999999994,,,
SA,Construction,2013,,,,0.0659964257582559,0.46752,7.084020000000001,,,
SA,Construction,2014,,,,0.06847876848688735,0.49342,7.205445000000001,,,
SA,Construction,2015,,,,0.06538412490207865,0.46657,7.135830000000001,,,
SA,Construction,2016,,,,0.07478996057657114,0.5353600000000001,7.158180000000001,,,
SA,Construction,2017,,,,0.07225519367233574,0.54007,7.474480000000001,,,
SA,Construction,2018,,,,0.07985830782999442,0.638,7.98915,,,
SA,Construction,2019,,,,,,,,,
SA,Construction,2020,,,,,,,,,
SA,Construction,2021,,,,,,,,,
SA,Construction,2022,,,,,,,,,
SA,Construction,2023,,,,,,,,,
SA,Construction,2024,,,,,,,,,
SA,Construction,2025,,,,,,,,,
SA,Construction,2026,,,,,,,,,
SA,Construction,2027,,,,,,,,,
SA,Construction,2028,,,,,,,,,
SA,Construction,2029,,,,,,,,,
SA,Construction,2030,,,,,,,,,
SA,Construction,2031,,,,,,,,,
SA,Construction,2032,,,,,,,,,
SA,Construction,2033,,,,,,,,,
SA,Construction,2034,,,,,,,,,
SA,Construction,2035,,,,,,,,,
SA,Construction,2036,,,,,,,,,
SA,Construction,2037,,,,,,,,,
SA,Construction,2038,,,,,,,,,
SA,Construction,2039,,,,,,,,,
SA,Construction,2040,,,,,,,,,
SA,Construction,2041,,,,,,,,,
SA,Construction,2042,,,,,,,,,
SA,Construction,2043,,,,,,,,,
SA,Construction,2044,,,,,,,,,
SA,Construction,2045,,,,,,,,,
SA,Construction,2046,,,,,,,,,
SA,Construction,2047,,,,,,,,,
SA,Construction,2048,,,,,,,,,
SA,Construction,2049,,,,,,,,,
SA,Construction,2050,,,,,,,,,
SA,Electricity generation,2005,0.7036739839552029,10343.54,,,7.278479999999999,,,,
SA,Electricity generation,2006,0.6874602589968133,10914.42,,,7.503229999999999,,,,
SA,Electricity generation,2007,0.6712772082172639,13339.72,,,8.954649999999999,,,,
SA,Electricity generation,2008,0.6221286442084413,13388.71,,,8.3295,,,,
SA,Electricity generation,2009,0.5630009175585785,13971.86,153.4997420257412,3.6677645846738023,7.86617,2.1446769056197725,,,
SA,Electricity generation,2010,0.5507376313105594,13786.02,152.00130877109413,3.6232426928635264,7.592479999999999,2.095493082744479,,,
SA,Electricity generation,2011,0.46969404913103,13125.31,159.28361141955688,2.9487908074475073,6.16488,2.090646777801224,,,
SA,Electricity generation,2012,0.43004927103256735,13368.91,166.04360773546244,2.589977879291287,5.74929,2.2198220478907014,,,
